"Census Data API: Variables in /data/1990/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
P1220026,AP/75+/UNREL[54] In group quarters,Population Subjects,not required, ,0,int,N/A,N/A
P1220027,Filler,Population Subjects,not required, ,0,int,N/A,N/A
P1220028,BP/15-64[54] marr-coup famil,Population Subjects,not required, ,0,int,N/A,N/A
P1220029,BP/15-74/OTH FAM[54] M no W,Population Subjects,not required, ,0,int,N/A,N/A
P1220030,BP/15-64/OTH FAM[54] F no H,Population Subjects,not required, ,0,int,N/A,N/A
P1220031,BP/15-64/UNREL[54] family household,Population Subjects,not required, ,0,int,N/A,N/A
P1220032,BP/15-64/UNREL/NFAM/HHLDR[54] Liv alone,Population Subjects,not required, ,0,int,N/A,N/A
P1220033,BP/15-64/UNREL/NFAM/HHLDR[54] N liv alon,Population Subjects,not required, ,0,int,N/A,N/A
P1220034,BP/15-64/UNREL/NFAM[54] Nonrelatives,Population Subjects,not required, ,0,int,N/A,N/A
P1220035,BP/15-64/UNREL[54] In group quarters,Population Subjects,not required, ,0,int,N/A,N/A
P1220036,Filler,Population Subjects,not required, ,0,int,N/A,N/A
P1220037,BP/65-74[54] marr-coup famil,Population Subjects,not required, ,0,int,N/A,N/A
P1220038,BP/65-74/OTH FAM[54] M no W,Population Subjects,not required, ,0,int,N/A,N/A
P1220039,BP/65-74/OTH FAM[54] F no H,Population Subjects,not required, ,0,int,N/A,N/A
P1220040,BP/65-74/UNREL[54] family household,Population Subjects,not required, ,0,int,N/A,N/A
P1220041,BP/65-74/UNREL/NFAM/HHLDR[54] Liv alone,Population Subjects,not required, ,0,int,N/A,N/A
P1220042,BP/65-74/UNREL/NFAM/HHLDR[54] N liv alon,Population Subjects,not required, ,0,int,N/A,N/A
P1220043,BP/65-74/UNREL/NFAM[54] Nonrelatives,Population Subjects,not required, ,0,int,N/A,N/A
P1220044,BP/65-74/UNREL[54] In group quarters,Population Subjects,not required, ,0,int,N/A,N/A
P1220045,Filler,Population Subjects,not required, ,0,int,N/A,N/A
P1220046,BP/75+[54] marr-coup famil,Population Subjects,not required, ,0,int,N/A,N/A
P1220047,BP/75+/OTH FAM[54] M no W,Population Subjects,not required, ,0,int,N/A,N/A
P1220048,BP/75+/OTH FAM[54] F no H,Population Subjects,not required, ,0,int,N/A,N/A
P1220049,BP/75+/UNREL[54] family household,Population Subjects,not required, ,0,int,N/A,N/A
P1220050,BP/75+/UNREL/NFAM/HHLDR[54] Liv alone,Population Subjects,not required, ,0,int,N/A,N/A
P1220051,BP/75+/UNREL/NFAM/HHLDR[54] N liv alone,Population Subjects,not required, ,0,int,N/A,N/A
P1220052,BP/75+/UNREL/NFAM[54] Nonrelatives,Population Subjects,not required, ,0,int,N/A,N/A
P1220053,BP/75+/UNREL[54] In group quarters,Population Subjects,not required, ,0,int,N/A,N/A
P1220054,Filler,Population Subjects,not required, ,0,int,N/A,N/A
P1230001,AB POV/M CPL/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1230002,AB POV/M CPL/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1230003,AB POV/M CPL/CH[24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1230004,AB POV/M CPL[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1230005,AB POV/OTH F/M NO W/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1230006,AB POV/OTH F/M NO W/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1230007,AB POV/OTH F/M NO W/CH[24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1230008,AB POV/OTH F/M NO W[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1230009,AB POV/OTH F/F NO H/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1230010,AB POV/OTH F/F NO H/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1230011,AB POV/OTH F/F NO H/CH[24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1230012,AB POV/OTH F/F NO H[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1230013,BE POV/M CPL/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1230014,BE POV/M CPL/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1230015,BE POV/M CPL/CH[24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1230016,BE POV/M CPL[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1230017,BE POV/OTH F/M NO W/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1230018,BE POV/OTH F/M NO W/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1230019,BE POV/OTH F/M NO W/CH[24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1230020,BE POV/OTH F/M NO W[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1230021,BE POV/OTH F/F NO H/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1230022,BE POV/OTH F/F NO H/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1230023,BE POV/OTH F/F NO H/CH [24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1230024,BE POV/OTH F/F NO H[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A001,WH/AB POV/M CPL/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A002,WH/AB POV/M CPL/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A003,WH/AB POV/M CPL/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A004,WH/AB POV/M CPL[120] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A005,WH/AB POV/OT F/M NO W/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A006,WH/AB POV/OT F/M NO W/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A007,WH/AB POV/OT F/M NO W/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A008,WH/AB POV/OT F/M NO W[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A009,WH/AB POV/OT F/F NO H/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A010,WH/AB POV/OT F/F NO H/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A011,WH/AB POV/OT F/F NO H/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A012,WH/AB POV/OT F/F NO H[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A013,BL/AB POV/M CPL/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A014,BL/AB POV/M CPL/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A015,BL/AB POV/M CPL/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A016,BL/AB POV/M CPL[120] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A017,BL/AB POV/OT F/M NO W/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A018,BL/AB POV/OT F/M NO W/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A019,BL/AB POV/OT F/M NO W/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A020,BL/AB POV/OT F/M NO W[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A021,BL/AB POV/OT F/F NO H/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A022,BL/AB POV/OT F/F NO H/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A023,BL/AB POV/OT F/F NO H/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A024,BL/AB POV/OT F/F NO H[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A025,AI/AB POV/M CPL/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A026,AI/AB POV/M CPL/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A027,AI/AB POV/M CPL/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A028,AI/AB POV/M CPL[120] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A029,AI/AB POV/OT F/M NO W/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A030,AI/AB POV/OT F/M NO W/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A031,AI/AB POV/OT F/M NO W/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A032,AI/AB POV/OT F/M NO W[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A033,AI/AB POV/OT F/F NO H/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A034,AI/AB POV/OT F/F NO H/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A035,AI/AB POV/OT F/F NO H/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A036,AI/AB POV/OT F/F NO H[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A037,AS/AB POV/M CPL/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A038,AS/AB POV/M CPL/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A039,AS/AB POV/M CPL/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A040,AS/AB POV/M CPL[120] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A041,AS/AB POV/OT F/M NO W/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A042,AS/AB POV/OT F/M NO W/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A043,AS/AB POV/OT F/M NO W/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A044,AS/AB POV/OT F/M NO W[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A045,AS/AB POV/OT F/F NO H/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A046,AS/AB POV/OT F/F NO H/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A047,AS/AB POV/OT F/F NO H/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A048,AS/AB POV/OT F/F NO H[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A049,OT/AB POV/M CPL/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A050,OT/AB POV/M CPL/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A051,OT/AB POV/M CPL/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A052,OT/AB POV/M CPL[120] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A053,OT/AB POV/OT F/M NO W/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A054,OT/AB POV/OT F/M NO W/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A055,OT/AB POV/OT F/M NO W/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A056,OT/AB POV/OT F/M NO W[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124A057,OT/AB POV/OT F/F NO H/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124A058,OT/AB POV/OT F/F NO H/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124A059,OT/AB POV/OT F/F NO H/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124A060,OT/AB POV/OT F/F NO H[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B001,WH/BE POV/M CPL/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B002,WH/BE POV/M CPL/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B003,WH/BE POV/M CPL/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B004,WH/BE POV/M CPL[120] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B005,WH/BE POV/OT F/M NO W/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B006,WH/BE POV/OT F/M NO W/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B007,WH/BE POV/OT F/M NO W/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B008,WH/BE POV/OT F/M NO W[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B009,WH/BE POV/OT F/F NO H/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B010,WH/BE POV/OT F/F NO H/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B011,WH/BE POV/OT F/F NO H/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B012,WH/BE POV/OT F/F NO H[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B013,BL/BE POV/M CPL/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B014,BL/BE POV/M CPL/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B015,BL/BE POV/M CPL/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B016,BL/BE POV/M CPL[120] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B017,BL/BE POV/OT F/M NO W/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B018,BL/BE POV/OT F/M NO W/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B019,BL/BE POV/OT F/M NO W/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B020,BL/BE POV/OT F/M NO W[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B021,BL/BE POV/OT F/F NO H/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B022,BL/BE POV/OT F/F NO H/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B023,BL/BE POV/OT F/F NO H/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B024,BL/BE POV/OT F/F NO H[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B025,AI/BE POV/M CPL/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B026,AI/BE POV/M CPL/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B027,AI/BE POV/M CPL/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B028,AI/BE POV/M CPL[120] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B029,AI/BE POV/OT F/M NO W/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B030,AI/BE POV/OT F/M NO W/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B031,AI/BE POV/OT F/M NO W/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B032,AI/BE POV/OT F/M NO W[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B033,AI/BE POV/OT F/F NO H/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B034,AI/BE POV/OT F/F NO H/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B035,AI/BE POV/OT F/F NO H/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B036,AI/BE POV/OT F/F NO H[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B037,AS/BE POV/M CPL/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B038,AS/BE POV/M CPL/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B039,AS/BE POV/M CPL/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B040,AS/BE POV/M CPL[120] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B041,AS/BE POV/OT F/M NO W/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B042,AS/BE POV/OT F/M NO W/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B043,AS/BE POV/OT F/M NO W/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B044,AS/BE POV/OT F/M NO W[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B045,AS/BE POV/OT F/F NO H/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B046,AS/BE POV/OT F/F NO H/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B047,AS/BE POV/OT F/F NO H/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B048,AS/BE POV/OT F/F NO H[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B049,OT/BE POV/M CPL/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B050,OT/BE POV/M CPL/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B051,OT/BE POV/M CPL/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B052,OT/BE POV/M CPL[120] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B053,OT/BE POV/OT F/M NO W/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B054,OT/BE POV/OT F/M NO W/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B055,OT/BE POV/OT F/M NO W/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B056,OT/BE POV/OT F/M NO W[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P124B057,OT/BE POV/OT F/F NO H/CH[120] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P124B058,OT/BE POV/OT F/F NO H/CH[120] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P124B059,OT/BE POV/OT F/F NO H/CH[120] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P124B060,OT/BE POV/OT F/F NO H[120] No relat chil,Population Subjects,not required, ,0,int,N/A,N/A
P1250001,AB POV/M CPL/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1250002,AB POV/M CPL/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1250003,AB POV/M CPL/CH[24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1250004,AB POV/M CPL[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1250005,AB POV/OTH F/M NO W/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1250006,AB POV/OTH F/M NO W/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1250007,AB POV/OTH F/M NO W/CH[24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1250008,AB POV/OTH F/M NO W[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1250009,AB POV/OTH F/F NO H/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1250010,AB POV/OTH F/F NO H/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1250011,AB POV/OTH F/F NO H/CH[24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1250012,AB POV/OTH F/F NO H/CH[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1250013,BE POV/M CPL/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1250014,BE POV/M CPL/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1250015,BE POV/M CPL/CH[24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1250016,BE POV/M CPL[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1250017,BE POV/OTH F/M NO W/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1250018,BE POV/OTH F/M NO W/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1250019,BE POV/OTH F/M NO W/CH[24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1250020,BE POV/OTH F/M NO W[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1250021,BE POV/OTH F/F NO H/CH[24] Und 5 yr,Population Subjects,not required, ,0,int,N/A,N/A
P1250022,BE POV/OTH F/F NO H/CH[24] 5-17 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1250023,BE POV/OTH F/F NO H/CH [24] Und 5/5-17,Population Subjects,not required, ,0,int,N/A,N/A
P1250024,BE POV/OTH F/F NO H[24] No related chil,Population Subjects,not required, ,0,int,N/A,N/A
P1260001,BELOW POV/MAR CPL[18] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260002,BELOW POV/MAR CPL[18] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260003,BELOW POV/MAR CPL[18] 6 to 17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260004,BELOW POV/OTH FAM[18] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260005,BELOW POV/OTH FAM[18] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260006,BELOW POV/OTH FAM[18] 6 to 17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260007,BELOW POV/OTH FAM[18] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260008,BELOW POV/OTH FAM[18] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260009,BELOW POV/OTH FAM[18] 6 to 17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260010,BELOW POV/MAR CPL[18] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260011,BELOW POV/MAR CPL[18] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260012,BELOW POV/MAR CPL[18] 6 to 17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260013,BELOW POV/OTH FAM[18] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260014,BELOW POV/OTH FAM[18] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260015,BELOW POV/OTH FAM[18] 6 to 17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1260016,BELOW POV/OTH FAM[18] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
